Date,Source,Details,Country (Profile)
Wed Oct 12 13:02:02 +0000 2022,Pakistan News ,Fly Jinnah All Set to Start Flight Operations in Pakistan #Pakistan propakistani.pk/2022/10/12/fly…,"Islamabad, Pakistan"
Wed Oct 12 12:46:02 +0000 2022,Pakistan News ,Omaima shines as Pakistan defeat Sri Lanka in T20I Asia Cup #Pakistan dailytimes.com.pk/1010842/omaima…,"Islamabad, Pakistan"
Wed Oct 12 12:34:02 +0000 2022,Pakistan News ,(From Indian media) Flood-hit Pakistan gives nod to buy 6.2 mn mosquito nets from India #Pakistan business-standard.com/article/intern…,"Islamabad, Pakistan"
Wed Oct 12 12:32:01 +0000 2022,Pakistan News ,"Pakistan Floods 2022 Multi-Sectoral Needs Assessment, September 2022 - Pakistan #Pakistan reliefweb.int/report/pakista…","Islamabad, Pakistan"
Wed Oct 12 12:18:02 +0000 2022,Pakistan News ,PM Shehbaz in Kazakhstan to attend CICA summit #Pakistan dawn.com/news/1714652,"Islamabad, Pakistan"
Wed Oct 12 12:16:03 +0000 2022,Pakistan News ,Pakistan to face New Zealand in T20 tri-series final #Pakistan dailytimes.com.pk/1011147/pakist…,"Islamabad, Pakistan"
Wed Oct 12 12:14:03 +0000 2022,Pakistan News ,Pakistan urges UN to play role in resolution of Kashmir dispute #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 12:12:03 +0000 2022,Pakistan News ,Sheer embarrassment to India: Interpol rejects its red corner notice against Khalistan leader #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 12:10:02 +0000 2022,Pakistan News ,"‘Settler colonialism project has begun’, Mehbooba on entry of non-locals in IIOJK voter list #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…","Islamabad, Pakistan"
Wed Oct 12 12:08:02 +0000 2022,Pakistan News ,Income Tax Slab In Pakistan 2022-2023 #Pakistan pakobserver.net/income-tax-sla…,"Islamabad, Pakistan"
Wed Oct 12 12:06:02 +0000 2022,Pakistan News ,Pakistan Wins Arbitration Case Against Gunvor Over LNG Payments #Pakistan bloomberg.com/news/articles/…,"Islamabad, Pakistan"
Wed Oct 12 12:04:03 +0000 2022,Pakistan News ,Pakistan Navy to Receive Two Minehunters From the Netherlands Next Month #Pakistan propakistani.pk/2022/10/12/pak…,"Islamabad, Pakistan"
Wed Oct 12 12:02:02 +0000 2022,Pakistan News ,Japan vows to enhance investment in Pakistan particularly in energy sector #Pakistan radio.gov.pk/12-10-2022/jap…,"Islamabad, Pakistan"
Wed Oct 12 11:52:02 +0000 2022,Pakistan News ,"Pakistan calls for addressing global crises setoff by Covid-19, climate disasters, geopolitical tensions #Pakistan app.com.pk/global/pakista…","Islamabad, Pakistan"
Wed Oct 12 11:50:03 +0000 2022,Pakistan News ,Chinese expert team on disaster management leaves for Pakistan #Pakistan app.com.pk/global/chinese…,"Islamabad, Pakistan"
Wed Oct 12 11:48:02 +0000 2022,Pakistan News ,Why and how is the TTP resurfacing in Swat? #Pakistan dawn.com/news/1714506/w…,"Islamabad, Pakistan"
Wed Oct 12 11:46:02 +0000 2022,Pakistan News ,Japan Intends to Enhance its Investment Portfolio in Pakistan's Power Sector #Pakistan propakistani.pk/2022/10/12/jap…,"Islamabad, Pakistan"
Wed Oct 12 11:34:02 +0000 2022,Pakistan News ,Nobel laureate Malala Yousafzai visits Pakistan’s flood-hit areas #Pakistan aljazeera.com/news/2022/10/1…,"Islamabad, Pakistan"
Wed Oct 12 11:32:02 +0000 2022,Pakistan News ,Mauritius Offers Its Expertise To Promote Tourism In Pakistan #Pakistan urdupoint.com/en/pakistan/ma…,"Islamabad, Pakistan"
Wed Oct 12 11:06:02 +0000 2022,Pakistan News ,Indian Navy’s fighter aircraft MiG 29K crashes in Goa #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 11:04:02 +0000 2022,Pakistan News ,Modi regime’s another nefarious move to change demography of IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 11:02:02 +0000 2022,Pakistan News ,A Hidden Empire in Pakistan #Pakistan arynews.tv/faisal-town-ch…,"Islamabad, Pakistan"
Wed Oct 12 10:52:02 +0000 2022,Pakistan News ,Red Bull Campus Clutch Pakistan Finals 2022 #Pakistan redbull.com/pk-en/red-bull…,"Islamabad, Pakistan"
Wed Oct 12 10:50:04 +0000 2022,Pakistan News ,False affidavits case: IHC grants Imran protective bail till Oct 18 #Pakistan dawn.com/news/1714655,"Islamabad, Pakistan"
Wed Oct 12 10:48:03 +0000 2022,Pakistan News ,Pakistan is Close to Signing Mutual Trade Agreements with Kazakhstan and Uzbekistan: Commerce Minister #Pakistan propakistani.pk/2022/10/12/pak…,"Islamabad, Pakistan"
Wed Oct 12 10:46:03 +0000 2022,Pakistan News ,Ericsson launches Pakistan Graduate Program to nurture the technology leaders of tomorrow #Pakistan ericsson.com/en/press-relea…,"Islamabad, Pakistan"
Wed Oct 12 10:34:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan: Ex-PM Imran Khan booked for allegedly receiving illegal foreign funding #Pakistan economictimes.indiatimes.com/news/internati…,"Islamabad, Pakistan"
Wed Oct 12 10:32:01 +0000 2022,Pakistan News ,PCB announces Pakistan v Ireland women's series #Pakistan dunyanews.tv/en/Cricket/671…,"Islamabad, Pakistan"
Wed Oct 12 10:18:02 +0000 2022,Pakistan News ,AGP detects Rs25bn irregularities in affairs of armed forces #Pakistan brecorder.com/news/40202503,"Islamabad, Pakistan"
Wed Oct 12 10:16:03 +0000 2022,Pakistan News ,Ireland women's cricket team to tour Pakistan in November for ICC Women's Championship fixtures #Pakistan dawn.com/news/1714661/i…,"Islamabad, Pakistan"
Wed Oct 12 10:06:02 +0000 2022,Pakistan News ,Moody’s downgrades ratings for 5 Pakistani banks #Pakistan dailytimes.com.pk/1010904/moodys…,"Islamabad, Pakistan"
Wed Oct 12 10:04:03 +0000 2022,Pakistan News ,Pakistan confirms details of limited-over series against Ireland Women #Pakistan pakobserver.net/pakistan-confi…,"Islamabad, Pakistan"
Wed Oct 12 10:02:01 +0000 2022,Pakistan News ,Lack of planning hurting Pakistan #Pakistan tribune.com.pk/story/2381177/…,"Islamabad, Pakistan"
Wed Oct 12 09:50:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan approves purchase of six million mosquito nets from India to curb malaria cases #Pakistan wionews.com/world/pakistan…,"Islamabad, Pakistan"
Wed Oct 12 09:48:02 +0000 2022,Pakistan News ,The Unmatched Majesty Of Alpine Pakistan: An Overview #Pakistan thefridaytimes.com/2022/10/12/the…,"Islamabad, Pakistan"
Wed Oct 12 09:46:03 +0000 2022,Pakistan News ,Pakistan's democratically elected civilian govt 'primary interlocutor' in bilateral ties: US #Pakistan brecorder.com/news/40202651,"Islamabad, Pakistan"
Wed Oct 12 09:38:02 +0000 2022,Pakistan News ,US lauds longstanding cooperation with Pakistan #Pakistan radio.gov.pk/12-10-2022/us-…,"Islamabad, Pakistan"
Wed Oct 12 09:36:02 +0000 2022,Pakistan News ,"(From Indian media) Pakistan at T20 World Cup 2022: Full Squad, complete schedule, time in IST #Pakistan timesnownews.com/sports/cricket…","Islamabad, Pakistan"
Wed Oct 12 09:34:02 +0000 2022,Pakistan News ,Lahore to host Ireland women’s team on first tour of Pakistan #Pakistan a-sports.tv/lahore-to-host…,"Islamabad, Pakistan"
Wed Oct 12 09:32:03 +0000 2022,Pakistan News ,(From Indian media) 13-year-old Sikh boy gang-raped by three Muslims in Pakistan #Pakistan firstpost.com/world/13-year-…,"Islamabad, Pakistan"
Wed Oct 12 09:20:01 +0000 2022,Pakistan News ,5 Pakistani banks downgraded to Caa1 by Moody’s #Pakistan profit.pakistantoday.com.pk/2022/10/11/5-p…,"Islamabad, Pakistan"
Wed Oct 12 09:18:02 +0000 2022,Pakistan News ,Ramiz pledges to set up world-class rehab centre in Pakistan #Pakistan a-sports.tv/ramiz-pledges-…,"Islamabad, Pakistan"
Wed Oct 12 09:16:02 +0000 2022,Pakistan News ,"Pakistan Ex-PM Khan Wins Bail in Abraaj-Linked Funds Case, TV Report Says #Pakistan bloomberg.com/news/articles/…","Islamabad, Pakistan"
Wed Oct 12 09:08:02 +0000 2022,Pakistan News ,"Authorities’ apathy, shrinking fields worry saffron growers of Kashmir #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…","Islamabad, Pakistan"
Wed Oct 12 09:06:02 +0000 2022,Pakistan News ,"At GITEX, Pakistan makes a pitch for investment in its IT sector #Pakistan brecorder.com/news/40202541/…","Islamabad, Pakistan"
Wed Oct 12 09:04:02 +0000 2022,Pakistan News ,Pakistan to Host Ireland's Women Cricket Team Next Month #Pakistan propakistani.pk/2022/10/12/pak…,"Islamabad, Pakistan"
Wed Oct 12 09:02:03 +0000 2022,Pakistan News ,PM Shehbaz arrives in Kazakhstan to attend CICA summit #Pakistan dawn.com/news/1714652,"Islamabad, Pakistan"
Wed Oct 12 08:46:02 +0000 2022,Pakistan News ,Allen smacks six sixes as New Zealand power past Pakistan in tri-series #Pakistan dailytimes.com.pk/1010888/allen-…,"Islamabad, Pakistan"
Wed Oct 12 08:36:01 +0000 2022,Pakistan News ,(From Indian media) Punjab's AAP government sought resumption of trade ties with Pakistan #Pakistan indianexpress.com/article/politi…,"Islamabad, Pakistan"
Wed Oct 12 08:34:02 +0000 2022,Pakistan News ,Massive Irregularities Worth Rs. 25 Billion Unearthed in Pakistan’s Armed Forces #Pakistan propakistani.pk/2022/10/12/mas…,"Islamabad, Pakistan"
Wed Oct 12 08:32:02 +0000 2022,Pakistan News ,"Today Weather in Lahore, Pakistan – 12 Oct 2022 #Pakistan dailytimes.com.pk/1011092/today-…","Islamabad, Pakistan"
Wed Oct 12 08:18:03 +0000 2022,Pakistan News ,Shaheen fitness crucial to Pakistan's T20 World Cup challenge #Pakistan dawn.com/news/1714649,"Islamabad, Pakistan"
Wed Oct 12 08:16:02 +0000 2022,Pakistan News ,"At 15,396 Ft, Pakistan Is Home To The World’s Highest-Altitude ATM #Pakistan curlytales.com/at-15396-ft-pa…","Islamabad, Pakistan"
Wed Oct 12 08:06:03 +0000 2022,Pakistan News ,Outrage in IIOJK over authorities’ decision to allow beer sale in departmental stores #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 08:04:02 +0000 2022,Pakistan News ,"Funeral prayers in absentia for martyred Altaf Shah held in Islamabad, AJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…","Islamabad, Pakistan"
Wed Oct 12 08:02:02 +0000 2022,Pakistan News ,"(From Indian media) Punjab call to restart trade with Pakistan: Congress, BJP slam 'Pak prem' #Pakistan indianexpress.com/article/india/…","Islamabad, Pakistan"
Wed Oct 12 07:54:02 +0000 2022,Pakistan News ,'Religion card' accusations fly in Senate amid opposition walkout #Pakistan dawn.com/news/1714580,"Islamabad, Pakistan"
Wed Oct 12 07:52:02 +0000 2022,Pakistan News ,'Beleaguered' Punjab Home Minister Mohammad Hashim quits - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714568/b…,"Islamabad, Pakistan"
Wed Oct 12 07:50:02 +0000 2022,Pakistan News ,Pakistan Post Office Department: AGP highlights Rs3.5bn irregularities #Pakistan brecorder.com/news/40202578/…,"Islamabad, Pakistan"
Wed Oct 12 07:48:02 +0000 2022,Pakistan News ,'Confident' Pakistan can bring T20 Asia Cup home: Nida Dar #Pakistan dawn.com/news/1714526,"Islamabad, Pakistan"
Wed Oct 12 07:46:02 +0000 2022,Pakistan News ,"Pakistani Rupee to Euro on October 12, 2022 #Pakistan pkrevenue.com/pakistani-rupe…","Islamabad, Pakistan"
Wed Oct 12 07:26:03 +0000 2022,Pakistan News ,12 Pak Army major generals promoted to lieutenant general rank #Pakistan dawn.com/news/1714499,"Islamabad, Pakistan"
Wed Oct 12 07:24:03 +0000 2022,Pakistan News ,FIA stopped from taking action against ex-minister Omar Ayub Khan #Pakistan dawn.com/news/1714561,"Islamabad, Pakistan"
Wed Oct 12 07:22:01 +0000 2022,Pakistan News ,"Murder of young Jazlan was not terrorism, rules ATC #Pakistan dawn.com/news/1714524/m…","Islamabad, Pakistan"
Wed Oct 12 07:20:01 +0000 2022,Pakistan News ,'Confident' Pakistan can bring T20 Asia Cup home: Nida Dar #Pakistan dawn.com/news/1714526/c…,"Islamabad, Pakistan"
Wed Oct 12 07:18:02 +0000 2022,Pakistan News ,"Pakistani Rupee to UAE Dirham on October 12, 2022 #Pakistan pkrevenue.com/pakistani-rupe…","Islamabad, Pakistan"
Wed Oct 12 07:16:03 +0000 2022,Pakistan News ,"(From Indian media) Punjab call to restart trade with Pakistan: Congress, BJP slam 'Pak prem' #Pakistan indianexpress.com/article/politi…","Islamabad, Pakistan"
Wed Oct 12 07:14:03 +0000 2022,Pakistan News ,NATIONAL CLEARING COMPANY OF PAKISTAN LIMITED (NCCPL) - Markets #Pakistan brecorder.com/news/40202491/…,"Islamabad, Pakistan"
Wed Oct 12 07:12:01 +0000 2022,Pakistan News ,Woman gang-raped at Delhi hotel #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 07:10:02 +0000 2022,Pakistan News ,Hurriyat leaders term custodial death of Altaf Shah as cold-blooded murder #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 07:08:02 +0000 2022,Pakistan News ,Oppo A33 price in Pakistan with 32GB of storage #Pakistan bolnews.com/technology/202…,"Islamabad, Pakistan"
Wed Oct 12 07:06:02 +0000 2022,Pakistan News ,"Pakistan amends baggage rules; now $1,000 require declaration #Pakistan pkrevenue.com/pakistan-amend…","Islamabad, Pakistan"
Wed Oct 12 07:04:03 +0000 2022,Pakistan News ,Kerala chicken chukka from Pakistan via Dubai #Pakistan onmanorama.com/food/features/…,"Islamabad, Pakistan"
Wed Oct 12 07:02:03 +0000 2022,Pakistan News ,Uber scales back in Pakistan #Pakistan techcrunch.com/2022/10/11/ube…,"Islamabad, Pakistan"
Wed Oct 12 06:52:03 +0000 2022,Pakistan News ,ACE Academy to provide future tennis stars to Pakistan: Aisam #Pakistan nation.com.pk/12-Oct-2022/ac…,"Islamabad, Pakistan"
Wed Oct 12 06:50:02 +0000 2022,Pakistan News ,'Beleaguered' Punjab Home Minister Mohammad Hashim quits - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714568,"Islamabad, Pakistan"
Wed Oct 12 06:48:02 +0000 2022,Pakistan News ,Aitzaz Ahsan sees establishment in Sharifs' acquittal - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714556,"Islamabad, Pakistan"
Wed Oct 12 06:46:02 +0000 2022,Pakistan News ,PM Shehbaz leaves for Kazakhstan to attend CICA summit #Pakistan dawn.com/news/1714652/p…,"Islamabad, Pakistan"
Wed Oct 12 06:20:03 +0000 2022,Pakistan News ,Rivals making 'dirty videos' to malign me: Imran #Pakistan dawn.com/news/1714570,"Islamabad, Pakistan"
Wed Oct 12 06:18:01 +0000 2022,Pakistan News ,Shujaat assures PM of support in face of PTI's march plan #Pakistan dawn.com/news/1714576/s…,"Islamabad, Pakistan"
Wed Oct 12 06:16:02 +0000 2022,Pakistan News ,"Pakistani Rupee to US Dollar on October 12, 2022 #Pakistan pkrevenue.com/pakistani-rupe…","Islamabad, Pakistan"
Wed Oct 12 06:06:02 +0000 2022,Pakistan News ,"Article: Attack on AAP Leader Shows That BJP Will Embrace Dalits, but Only as a Cog in the Hindutva Wheel #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…","Islamabad, Pakistan"
Wed Oct 12 06:04:03 +0000 2022,Pakistan News ,Shaheen fitness crucial to Pakistan's T20 World Cup challenge #Pakistan dawn.com/news/1714649/s…,"Islamabad, Pakistan"
Wed Oct 12 06:02:03 +0000 2022,Pakistan News ,Omaima's maiden five-wicket haul guides Pakistan to fifth win in six games #Pakistan cricketpakistan.com.pk/en/news/detail…,"Islamabad, Pakistan"
Wed Oct 12 05:52:03 +0000 2022,Pakistan News ,"At GITEX, Pakistan makes a pitch for investment in its IT sector #Pakistan brecorder.com/news/40202541","Islamabad, Pakistan"
Wed Oct 12 05:50:03 +0000 2022,Pakistan News ,CPEC projects to speed up after JCC meeting: Chinese consul #Pakistan dawn.com/news/1714553/c…,"Islamabad, Pakistan"
Wed Oct 12 05:48:03 +0000 2022,Pakistan News ,Pakistan calls UN to promote peaceful settlement of Kashmir dispute #Pakistan radio.gov.pk/12-10-2022/pak…,"Islamabad, Pakistan"
Wed Oct 12 05:46:01 +0000 2022,Pakistan News ,Pakistan needs to examine productivity indicators to make products more competitive: APO #Pakistan dailytimes.com.pk/1010906/pakist…,"Islamabad, Pakistan"
Wed Oct 12 05:34:02 +0000 2022,Pakistan News ,Pakistan's remittances decrease 10.5% in Sept #Pakistan businessinsider.in/international/…,"Islamabad, Pakistan"
Wed Oct 12 05:32:03 +0000 2022,Pakistan News ,(From Indian media) 'Something we take very seriously: US on 'corruption' in Pakistan flood relief #Pakistan hindustantimes.com/world-news/som…,"Islamabad, Pakistan"
Wed Oct 12 05:16:03 +0000 2022,Pakistan News ,Death in custody of Kashmiri leader: Pakistan summons Indian diplomat #Pakistan brecorder.com/news/40202569/…,"Islamabad, Pakistan"
Wed Oct 12 05:10:03 +0000 2022,Pakistan News ,APHC leader Altaf Shah latest victim of custodial killing by India #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Wed Oct 12 05:08:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan: Ousted PM Imran Khan Booked For Receiving Prohibited Foreign Funds #Pakistan news18.com/news/world/pak…,"Islamabad, Pakistan"
Wed Oct 12 05:06:03 +0000 2022,Pakistan News ,Indian authorities disallow masses to participate in martyr APHC leader’s funeral in Srinagar #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 05:04:03 +0000 2022,Pakistan News ,5 Pakistani banks downgraded to Caa1 by Moody’s #Pakistan pakistantoday.com.pk/2022/10/11/5-p…,"Islamabad, Pakistan"
Wed Oct 12 05:02:02 +0000 2022,Pakistan News ,US values its coperation with Pakistan: State Dept #Pakistan dailytimes.com.pk/1010850/us-val…,"Islamabad, Pakistan"
Wed Oct 12 04:50:03 +0000 2022,Pakistan News ,Need stressed to tap potential of rhodium mineral in Pakistan #Pakistan nation.com.pk/12-Oct-2022/ne…,"Islamabad, Pakistan"
Wed Oct 12 04:48:02 +0000 2022,Pakistan News ,Pakistan will continue to work for betterment of Ummah: COAS #Pakistan dailytimes.com.pk/1010697/pakist…,"Islamabad, Pakistan"
Wed Oct 12 04:46:02 +0000 2022,Pakistan News ,‘We have no dry land left’: impact of Pakistan floods to be felt for years #Pakistan theguardian.com/world/2022/oct…,"Islamabad, Pakistan"
Wed Oct 12 04:40:03 +0000 2022,Pakistan News ,"(From Indian media) Pakistan's probe agency registers case against Imran Khan, other PTI leaders for 'prohibited funding' #Pakistan economictimes.indiatimes.com/news/internati…","Islamabad, Pakistan"
Wed Oct 12 04:38:02 +0000 2022,Pakistan News ,Aitzaz Ahsan sees establishment in Sharifs' acquittal - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714556/a…,"Islamabad, Pakistan"
Wed Oct 12 04:36:03 +0000 2022,Pakistan News ,IMF's FY23 projections for Pakistan fail to account for flood impact #Pakistan dawn.com/news/1714626,"Islamabad, Pakistan"
Wed Oct 12 04:34:03 +0000 2022,Pakistan News ,"PTI wants Zardari gone, PML-N wishes same for Tarin #Pakistan dawn.com/news/1714566/p…","Islamabad, Pakistan"
Wed Oct 12 04:32:02 +0000 2022,Pakistan News ,'We have no dry land left': impact of Pakistan floods to be felt for years #Pakistan theguardian.com/world/2022/oct…,"Islamabad, Pakistan"
Wed Oct 12 04:22:03 +0000 2022,Pakistan News ,Ministerial panel formed to tackle power crisis - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714581/m…,"Islamabad, Pakistan"
Wed Oct 12 04:20:02 +0000 2022,Pakistan News ,Aitzaz Ahsan sees establishment in Sharifs' acquittal - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714556/a…,"Islamabad, Pakistan"
Wed Oct 12 04:18:02 +0000 2022,Pakistan News ,Pakistan get Shaheen fitness boost ahead of T20 World Cup #Pakistan dawn.com/news/1714530/p…,"Islamabad, Pakistan"
Wed Oct 12 04:16:02 +0000 2022,Pakistan News ,'Confident' Pakistan can bring T20 Asia Cup home: Nida #Pakistan dawn.com/news/1714526/c…,"Islamabad, Pakistan"
Wed Oct 12 04:06:02 +0000 2022,Pakistan News ,Lalu terms BJP ‘Bharat Jalao Party’ #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…,"Islamabad, Pakistan"
Wed Oct 12 04:04:03 +0000 2022,Pakistan News ,"Arabs deplore opening of new temple in Dubai, cite ‘atrocities’ on Muslims in India #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/12…","Islamabad, Pakistan"
Wed Oct 12 04:02:03 +0000 2022,Pakistan News ,Pakistan Post Office Department: AGP highlights Rs3.5bn irregularities #Pakistan brecorder.com/news/40202578,"Islamabad, Pakistan"
Wed Oct 12 03:46:02 +0000 2022,Pakistan News ,US values its longstanding cooperation with Pakistan: State Department #Pakistan dunyanews.tv/en/Pakistan/67…,"Islamabad, Pakistan"
Wed Oct 12 03:32:02 +0000 2022,Pakistan News ,(From Indian media) ‘I remember when India came to Pakistan in 2004. Our A team had beaten them’ #Pakistan hindustantimes.com/cricket/i-reme…,"Islamabad, Pakistan"
Wed Oct 12 03:16:02 +0000 2022,Pakistan News ,'Beleaguered' Punjab Home Minister Mohammad Hashim quits - Pakistan - DAWN.COM #Pakistan dawn.com/news/1714568/b…,"Islamabad, Pakistan"
Wed Oct 12 03:04:02 +0000 2022,Pakistan News ,"Pakistan, Korea sign MoU on defence cooperation #Pakistan dailytimes.com.pk/1010688/pakist…","Islamabad, Pakistan"
Wed Oct 12 03:02:02 +0000 2022,Pakistan News ,Malala arrives in Pakistan to visit flood victims #Pakistan dailytimes.com.pk/1010689/malala…,"Islamabad, Pakistan"
Wed Oct 12 03:00:09 +0000 2022,Pakistan News ,"Pakistan, China FO spokespersons hold virtual dialogue #Pakistan dailytimes.com.pk/1010692/pakist…","Islamabad, Pakistan"
Wed Oct 12 02:52:02 +0000 2022,Pakistan News ,"KE’s controlling stake sale nears completion abroad, unbeknown to Pakistan #Pakistan thenews.com.pk/print/999230-k…","Islamabad, Pakistan"
Wed Oct 12 02:50:03 +0000 2022,Pakistan News ,Omaima stars as Pakistan beat SL to end league round on a high #Pakistan dawn.com/news/1714527/o…,"Islamabad, Pakistan"
Wed Oct 12 02:48:03 +0000 2022,Pakistan News ,Allen fires as NZ power past Pakistan - Newspaper - DAWN.COM #Pakistan dawn.com/news/1714529/a…,"Islamabad, Pakistan"
Wed Oct 12 02:46:02 +0000 2022,Pakistan News ,IMF's FY23 projections for Pakistan fail to account for flood impact #Pakistan dawn.com/news/1714626/i…,"Islamabad, Pakistan"
Wed Oct 12 02:34:02 +0000 2022,Pakistan News ,Nobel laureate Malala Yousafzai visits school in Pakistan #Pakistan aa.com.tr/en/politics/no…,"Islamabad, Pakistan"
Wed Oct 12 02:32:02 +0000 2022,Pakistan News ,Pakistani woman's Afghan husband entitled to Pakistan Origin Card: PHC #Pakistan dawn.com/news/1714608/p…,"Islamabad, Pakistan"
Wed Oct 12 01:18:01 +0000 2022,Pakistan News ,Pakistan get Shaheen boost ahead of World Cup #Pakistan thenews.com.pk/print/999125-p…,"Islamabad, Pakistan"
Wed Oct 12 01:16:02 +0000 2022,Pakistan News ,"European thirst for LNG puts Pakistan, Bangladesh in dark #Pakistan thenews.com.pk/print/999091-e…","Islamabad, Pakistan"
Wed Oct 12 01:08:02 +0000 2022,Pakistan News ,Aliya hits fifty as Pakistan make Women's T20 Asia Cup semis #Pakistan dawn.com/news/1714341,"Islamabad, Pakistan"
Wed Oct 12 01:06:02 +0000 2022,Pakistan News ,"Shadab overtakes Ajmal, Gul to claim this record for Pakistan in T20Is #Pakistan cricketpakistan.com.pk/en/news/detail…","Islamabad, Pakistan"
Wed Oct 12 01:04:02 +0000 2022,Pakistan News ,Yousuf opens up on topic of changing Pakistan's opening pair #Pakistan cricketpakistan.com.pk/en/news/detail…,"Islamabad, Pakistan"
Wed Oct 12 01:02:02 +0000 2022,Pakistan News ,Gold Rate In Pakistan Today 12 October 2022 #Pakistan dailytimes.com.pk/1010583/gold-r…,"Islamabad, Pakistan"
Tue Oct 11 23:34:02 +0000 2022,Pakistan News ,(From Indian media) Punjab's AAP government sought resumption of trade ties with Pakistan #Pakistan indianexpress.com/article/india/…,"Islamabad, Pakistan"
Tue Oct 11 23:32:02 +0000 2022,Pakistan News ,Pakistan has democratically elected civilian government: US #Pakistan geo.tv/latest/445737-…,"Islamabad, Pakistan"
Tue Oct 11 23:02:03 +0000 2022,Pakistan News ,"(From Indian media) Pakistan: Floods cause huge damage to infra, cut off many areas from the rest of the country #Pakistan economictimes.indiatimes.com/news/internati…","Islamabad, Pakistan"
Tue Oct 11 22:46:02 +0000 2022,Pakistan News ,Rising Militant Violence Threatens Peace in Pakistan’s Scenic Swat #Pakistan voanews.com/a/rising-milit…,"Islamabad, Pakistan"
Tue Oct 11 22:34:03 +0000 2022,Pakistan News ,"Pakistan, China have multi-faceted bilateral cooperation in diverse fields #Pakistan pakobserver.net/pakistan-china…","Islamabad, Pakistan"
Tue Oct 11 22:32:03 +0000 2022,Pakistan News ,Politicising gas crisis in Pakistan | By Maliha Mughal #Pakistan pakobserver.net/politicising-g…,"Islamabad, Pakistan"
Tue Oct 11 22:20:04 +0000 2022,Pakistan News ,LNG: European thirst for natural gas puts Bangladesh and Pakistan in the dark #Pakistan dw.com/en/lng-europea…,"Islamabad, Pakistan"
Tue Oct 11 22:18:02 +0000 2022,Pakistan News ,Pakistan summons Indian diplomat on freedom leader's death in jail | Daily Sabah #Pakistan dailysabah.com/world/asia-pac…,"Islamabad, Pakistan"
Tue Oct 11 22:16:02 +0000 2022,Pakistan News ,"Mothers, infants in Pakistan face a 'second disaster' after massive floods: relief worker #Pakistan cbc.ca/radio/thecurre…","Islamabad, Pakistan"
Tue Oct 11 21:18:03 +0000 2022,Pakistan News ,"Politics, police and the public: Why policing is and will continue to remain political in Pakistan #Pakistan dawn.com/news/1714308","Islamabad, Pakistan"
Tue Oct 11 21:16:03 +0000 2022,Pakistan News ,Pakistan: Government employees to hold a sit-in protest outside Parliament House in Islamabad Oct. 13 #Pakistan crisis24.garda.com/alerts/2022/10…,"Islamabad, Pakistan"
Tue Oct 11 21:04:03 +0000 2022,Pakistan News ,"Pakistan, South Korea ink MoU for enhancing defence cooperation #Pakistan radio.gov.pk/11-10-2022/pak…","Islamabad, Pakistan"
Tue Oct 11 21:02:01 +0000 2022,Pakistan News ,"India gives in, Pakistan maintains 'neutrality' on Russia #Pakistan tribune.com.pk/story/2381035/…","Islamabad, Pakistan"
Tue Oct 11 20:50:02 +0000 2022,Pakistan News ,Uber shuts down operations in five cities #Pakistan profit.pakistantoday.com.pk/2022/10/11/ube…,"Islamabad, Pakistan"
Tue Oct 11 20:48:02 +0000 2022,Pakistan News ,Pakistan Calls Indias Occupation Of Kashmir worst Manifestation Of Modern-day Colonialism #Pakistan urdupoint.com/en/pakistan/pa…,"Islamabad, Pakistan"
